id_transaksi,tanggal_transaksi,id_pelanggan,nama_pelanggan,id_distributor,id_cabang,nama_daerah,jenis_usaha,id_barang,nama_barang,id_merek,kategori_produk,tipe_produk,satuan_kemasan,jumlah_barang,harga_idr
IN6244,2022-01-31,CUST55542,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,21,17000.00
IN6245,2022-01-30,CUST55397,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,34,9800.00
IN6246,2022-01-28,CUST55533,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,34,24500.00
IN6247,2022-01-28,CUST55425,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,10,39000.00
IN6248,2022-01-30,CUST55427,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,100,9800.00
IN6249,2022-04-30,CUST55703,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,25,24500.00
IN6250,2022-03-17,CUST55587,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,12,112000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,1,9800.00
IN6252,2022-05-18,CUST55649,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,67,24500.00
IN6253,2022-01-28,CUST55431,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,34,112000.00
IN6254,2022-02-02,CUST55544,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,12,47000.00
IN6255,2022-01-31,CUST55446,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,22,64700.00
IN6256,2022-01-30,CUST55463,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6257,2022-04-14,CUST55615,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,5,39000.00
IN6258,2022-01-27,CUST55484,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,1,47000.00
IN6259,2022-02-01,CUST55405,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,19,39000.00
IN6260,2022-02-22,CUST55564,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,10,47000.00
IN6261,2022-02-05,CUST55547,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,24,9800.00
IN6262,2022-01-28,CUST55419,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,67,21000.00
IN6263,2022-01-31,CUST55452,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,130,17000.00
IN6264,2022-06-14,CUST55690,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,15,96000.00
IN6265,2022-04-30,CUST55698,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,25,31000.00
IN6266,2022-02-01,CUST55531,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,34,112000.00
IN6267,2022-02-01,CUST55459,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,8,21000.00
IN6268,2022-06-16,CUST55692,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,25,17000.00
IN6269,2022-02-01,CUST55453,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6270,2022-05-03,CUST55696,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,19,64700.00
IN6271,2022-04-03,CUST55604,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,22,47000.00
IN6272,2022-05-19,CUST55650,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,98,96000.00
IN6273,2022-05-03,CUST55634,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,79,47000.00
IN6274,2022-02-01,CUST55423,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,8,24500.00
IN6275,2022-02-26,CUST55568,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,67,31000.00
IN6276,2022-01-30,CUST55481,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,1,112000.00
IN6277,2022-04-28,CUST55629,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,34,21000.00
IN6278,2022-01-30,CUST55499,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,14,24500.00
IN6279,2022-01-30,CUST55529,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,20,24500.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,1,47000.00
IN6281,2022-01-30,CUST55415,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,10,39000.00
IN6282,2022-05-28,CUST55673,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,9,24500.00
IN6283,2022-05-19,CUST55664,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,10,47000.00
IN6284,2022-01-23,CUST55540,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,76,96000.00
IN6285,2022-05-15,CUST55646,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,130,96000.00
IN6286,2022-01-23,CUST55468,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,120,17000.00
IN6287,2022-01-30,CUST55391,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,17,112000.00
IN6288,2022-06-06,CUST55682,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,17,17000.00
IN6289,2022-01-23,CUST55492,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,25,17000.00
IN6290,2022-03-22,CUST55592,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,67,17000.00
IN6291,2022-02-01,CUST55489,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,11,21000.00
IN6292,2022-01-28,CUST55467,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,10,112000.00
IN6293,2022-02-01,CUST55519,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,4,21000.00
IN6294,2022-05-03,CUST55711,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,98,112000.00
IN6295,2022-05-22,CUST55653,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,8,24500.00
IN6296,2022-06-09,CUST55685,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,12,39000.00
IN6297,2022-01-20,CUST55381,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,5,112000.00
IN6298,2022-05-21,CUST55652,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,4,17000.00
IN6299,2022-01-27,CUST55514,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,12,47000.00
IN6300,2022-02-01,CUST55507,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,22,9800.00
IN6301,2022-02-01,CUST55393,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6302,2022-02-23,CUST55565,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,120,39000.00
IN6303,2022-01-28,CUST55539,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,95,21000.00
IN6304,2022-04-30,CUST55728,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,44,31000.00
IN6305,2022-01-30,CUST55493,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,14,24500.00
IN6306,2022-01-27,CUST55430,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,45,96000.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,14,64700.00
IN6308,2022-01-23,CUST55516,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,67,64700.00
IN6309,2022-04-26,CUST55627,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,45,9800.00
IN6310,2022-04-30,CUST55693,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,14,24500.00
IN6311,2022-01-23,CUST55426,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,7,64700.00
IN6312,2022-05-02,CUST55725,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,34,39000.00
IN6313,2022-04-20,CUST55660,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,24,96000.00
IN6314,2022-01-28,CUST55527,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,45,112000.00
IN6315,2022-04-21,CUST55643,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,14,24500.00
IN6316,2022-04-19,CUST55662,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,120,17000.00
IN6317,2022-01-23,CUST55522,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,10,17000.00
IN6318,2022-01-23,CUST55462,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,22,17000.00
IN6319,2022-02-11,CUST55553,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,98,24500.00
IN6320,2022-02-01,CUST55495,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,67,39000.00
IN6321,2022-01-31,CUST55410,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,22,96000.00
IN6322,2022-01-31,CUST55488,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,17,31000.00
IN6323,2022-01-30,CUST55439,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,6,24500.00
IN6324,2022-06-10,CUST55686,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,25,64700.00
IN6325,2022-01-28,CUST55521,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,9,112000.00
IN6326,2022-01-31,CUST55458,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,4,31000.00
IN6327,2022-01-27,CUST55448,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,25,31000.00
IN5997,2022-01-20,CUST55380,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,4,112000.00
IN5997,2022-01-20,CUST55380,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,6,17000.00
IN5997,2022-01-20,CUST55380,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,11,24500.00
IN5997,2022-01-20,CUST55380,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,40,47000.00
IN6297,2022-01-20,CUST55381,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,15,47000.00
IN6297,2022-01-20,CUST55381,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,12,64700.00
IN6297,2022-01-20,CUST55381,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,30,9800.00
IN6155,2022-01-21,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6155,2022-01-21,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,12,47000.00
IN6155,2022-01-21,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,22,39000.00
IN6155,2022-01-21,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,10,64700.00
IN6155,2022-01-21,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,25,9800.00
IN6155,2022-01-21,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,25,31000.00
IN6155,2022-01-21,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,12,21000.00
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,13,64700.00
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,13,9800.00
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,13,31000.00
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,13,21000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,2,96000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,3,112000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,5,47000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,25,39000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,10,64700.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,10,31000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,10,21000.00
IN6052,2022-01-23,CUST55385,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,5,31000.00
IN6052,2022-01-23,CUST55385,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,5,21000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,2,96000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,2,112000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,12,17000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,5,24500.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,5,47000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,5,39000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,12,64700.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,5,9800.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,12,31000.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,15,17000.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,22,31000.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,10,21000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,1,96000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,5,17000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,7,24500.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,7,47000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,7,39000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,14,64700.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,8,9800.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,18,31000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,20,21000.00
IN6190,2022-01-23,CUST55390,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,40,96000.00
